Date,Open,High,Low,Close,Volume,Adj Close
2015-02-18,1234.00,1260.00,1215.10,1251.90,311800,1244.457
2015-02-17,1233.90,1233.90,1233.90,1233.90,000,1226.564
2015-02-16,1205.05,1249.00,1201.05,1233.90,393900,1226.564
2015-02-13,1195.00,1208.00,1183.05,1203.70,225300,1196.544
2015-02-12,1172.50,1195.00,1165.00,1191.40,226000,1184.317
2015-02-11,1154.30,1184.00,1154.30,1171.20,309000,1164.237
2015-02-10,1105.00,1156.70,1090.00,1146.75,358300,1139.933
2015-02-09,1094.20,1138.00,1080.00,1106.10,487100,1099.524
2015-02-06,1095.00,1128.70,1092.00,1108.00,406300,1101.413
2015-02-05,1095.00,1106.90,1081.50,1094.00,284200,1087.496
2015-02-04,1117.60,1117.75,1082.50,1095.95,327700,1089.434
2015-02-03,1106.10,1118.80,1072.95,1110.40,390100,1103.799
2015-02-02,1042.00,1104.00,1039.00,1096.60,436100,1090.081
2015-01-30,1057.80,1060.00,990.00,1042.15,864100,1035.954
2015-01-29,1056.00,1069.80,1047.00,1055.95,290100,1049.672
2015-01-28,1061.00,1084.10,1044.25,1056.30,343200,1050.02
2015-01-27,1040.00,1072.00,1025.15,1064.25,375000,1057.923
2015-01-26,1039.00,1039.00,1039.00,1039.00,000,1032.823
2015-01-23,1017.10,1043.85,1009.00,1039.00,501300,1032.823
2015-01-22,994.00,1017.00,990.00,1010.65,545000,1004.642
2015-01-21,959.80,993.90,956.00,986.90,366900,981.033
2015-01-20,971.05,978.80,950.15,952.95,265600,947.285
2015-01-19,967.80,987.40,955.60,969.30,433400,963.537
2015-01-16,944.00,970.95,936.60,965.10,363900,959.362
2015-01-15,944.90,963.70,928.95,945.65,360400,940.028
2015-01-14,916.50,940.80,909.10,931.65,358400,926.111
2015-01-13,937.70,937.70,907.40,919.40,215500,907.97
2015-01-12,915.50,931.75,905.05,926.20,196600,914.685
2015-01-09,928.00,937.25,911.05,914.45,189800,903.081
2015-01-08,909.50,929.05,904.00,920.40,245300,908.957
2015-01-07,901.00,910.00,881.80,899.20,160700,888.021
2015-01-06,910.00,913.65,875.10,895.70,307000,884.564
2015-01-05,908.00,933.00,908.00,918.65,264200,907.229
2015-01-02,910.00,917.90,901.55,914.35,156800,902.983
2015-01-01,904.10,919.00,898.40,906.70,148500,895.428
2014-12-31,899.70,914.30,889.00,907.15,333900,895.872
2014-12-30,867.55,900.00,866.00,896.60,423800,885.453
2014-12-29,852.80,879.00,852.80,871.35,211900,860.517
2014-12-26,867.95,868.90,848.55,854.80,139000,844.173
2014-12-25,862.90,862.90,862.90,862.90,000,852.172
2014-12-24,851.70,872.00,846.20,862.90,390800,852.172
2014-12-23,870.00,877.00,840.20,844.05,217200,833.557
2014-12-22,868.10,877.00,846.35,870.20,203800,859.381
2014-12-19,871.00,882.00,859.00,864.05,290800,853.308
2014-12-18,833.65,867.95,833.65,861.30,272400,850.592
2014-12-17,838.90,844.00,795.00,825.70,446100,815.435
2014-12-16,870.00,881.80,826.00,837.00,260700,826.594
2014-12-15,887.00,897.00,871.20,875.60,289500,864.714
2014-12-12,904.00,914.30,880.00,885.55,271100,874.541
2014-12-11,901.00,917.20,880.00,902.95,292500,891.724
2014-12-10,892.00,915.00,887.10,899.80,289200,888.613
2014-12-09,919.90,927.90,884.45,887.10,370900,876.071
2014-12-08,935.00,943.00,904.45,915.55,301700,904.168
2014-12-05,977.15,979.40,926.10,946.15,597100,934.387
2014-12-04,905.00,984.50,905.00,976.00,1744500,963.866
2014-12-03,908.90,909.15,895.70,903.00,236700,891.774
